3312,弘憶股,8.03,108,11.41,1.22,109/1
3321,同泰,0,107,-,1.87,109/1
3338,泰碩,2.36,108,25.65,4.73,109/1
3346,麗清,5.99,107,-,1.42,109/1
3356,奇偶,0,107,43.7,1.29,109/1
3376,新日興,2.95,108,17.9,1.8,109/1
3380,明泰,1.66,108,132.75,1.62,109/1
3383,新世紀,0,107,-,0.71,109/1
3406,玉晶光,1.87,108,17.75,3.84,109/1
3413,京鼎,2.44,108,16.96,3.28,109/1
3416,融程電,4.88,108,18.81,2.02,109/1
3419,譁裕,0,107,-,1.19,109/1
3432,台端,2.56,108,16.03,0.51,109/1
3437,榮創,0,107,-,1.04,109/1
3443,創意,2.16,108,53.47,7.02,109/1
3450,聯鈞,1.52,108,34.71,2.5,109/1
3454,晶睿,3.5,108,22.38,2.08,109/1
3481,群創,1.61,108,-,0.27,109/1
3494,誠研,0,107,-,0.51,109/1
3501,維熹,6.67,108,10.23,0.96,109/1
3504,揚明光,0.83,107,-,2.08,109/1
3515,華擎,2.84,108,24.78,2.86,109/1
3518,柏騰,0,107,-,2.08,109/1
3528,安馳,6.5,108,14.35,1.9,109/1
3530,晶相光,2.51,108,31.29,2.9,109/1
3532,台勝科,2.22,108,41.47,2.95,109/1
3533,嘉澤,2.61,108,19.2,3.42,109/1
3535,晶彩科,3.25,108,45.29,1.16,109/1
3536,誠創,0,107,-,1.37,109/1
3543,州巧,4.66,108,13.94,0.43,109/1
3545,敦泰,1.65,108,121.4,1.13,109/1
3550,聯穎,4.05,108,25.73,0.59,109/1
3557,嘉威,0,107,11.63,4.38,109/1
3563,牧德,3.21,108,17.06,8.26,109/1
3576,聯合再生,0,107,-,0.84,109/1
3583,辛耘,4.31,108,16.15,1.51,109/1
3588,通嘉,2.83,108,61.93,1.31,109/1
3591,艾笛森,0.84,108,-,0.59,109/1
3593,力銘,0,107,-,2.25,109/1
3596,智易,5.58,108,14.59,1.71,109/1
3605,宏致,3.07,108,11.73,0.73,109/1
3607,谷崧,4.15,107,-,0.5,109/1
3617,碩天,6.56,108,13.63,1.59,109/1
3622,洋華,4.17,108,20.65,0.66,109/1
3645,達邁,1.26,108,37.31,2.05,109/1
3653,健策,2,108,34.56,4.9,109/1
3661,世芯-KY,1.19,108,35.84,5.22,109/1
3665,貿聯-KY,4.58,108,14.66,2.32,109/1
3669,圓展,1.67,108,19.97,1.13,109/1
3673,TPK-KY,0,107,77.09,0.47,109/1
3679,新至陞,6.45,108,8.86,0.98,109/1
3682,亞太電,0,107,-,0.73,109/1
3686,達能,0,107,-,0.47,109/1
3694,海華,0,107,-,1.72,109/1
3698,隆達,1.08,107,-,0.89,109/1
3701,大眾控,0,107,-,1.27,109/1
3702,大聯大,6.11,108,10.84,1.13,109/1
3703,欣陸,4.29,108,-,0.42,109/1
3704,合勤控,0,107,-,0.99,109/1
3705,永信,4.6,108,15.22,1.97,109/1
3706,神達,6.81,108,11.37,0.89,109/1
3708,上緯投控,4.77,108,9.61,1.51,109/1
3711,日月光投控,3.24,108,14.08,1.29,109/1
3712,永崴投控,18.38,107,-,0.54,109/1
4104,佳醫,5.87,108,15.19,1.11,109/1
4106,雃博,1.13,108,68.62,2,109/1
4108,懷特,0,108,-,2.66,109/1
4119,旭富,4.2,108,17.83,3.01,109/1
4133,亞諾法,0.14,108,337.14,3.59,109/1
4137,麗豐-KY,6.6,108,13.59,3.56,109/1
4141,龍燈-KY,0,107,-,0.51,109/1
4142,國光生,0,107,-,5.02,109/1
4144,康聯-KY,1.45,108,-,0.75,109/1
4148,全宇生技-KY,2.51,108,284.29,1.37,109/1
4155,訊映,4.8,108,16.5,1.91,109/1
4164,承業醫,5.21,108,13.29,1.04,109/1
4190,佐登-KY,4.78,108,13.18,2.56,109/1
4306,炎洲,2.84,108,-,0.67,109/1
4414,如興,0,107,-,0.68,109/1
4426,利勤,3.59,108,20.27,1.61,109/1
4438,廣越,5.93,108,13.01,1.91,109/1
4439,冠星-KY,5.42,108,11.97,1.9,109/1
4526,東台,1.49,108,-,0.67,109/1
4532,瑞智,2.93,108,15.5,1.1,109/1
4536,拓凱,4.92,108,14.73,2.09,109/1
4540,全球傳動,6.22,107,-,1.81,109/1
4545,銘鈺,1.3,108,135,1.25,109/1
4551,智伸科,1.67,108,23.18,3.89,109/1
4552,力達-KY,4.84,108,15.06,0.82,109/1
4555,氣立,2.17,108,81.18,1.52,109/1
4557,永新-KY,7.28,108,13.04,1.79,109/1
4560,強信-KY,8.27,108,12.56,1.9,109/1
4562,穎漢,8.98,107,-,1.07,109/1
4564,元翎,6.93,108,14.05,1.39,109/1
4566,時碩工業,4.08,108,12.1,1.22,109/1
4571,鈞興-KY,5.63,108,12.63,1.65,109/1
4572,駐龍,5.53,108,17.45,1.6,109/1
4576,大銀微系統,0.12,108,220.51,3.06,109/1
4581,光隆精密-KY,7.18,108,15.26,1.54,109/1
4720,德淵,1.93,108,62.2,1.29,109/1
4722,國精化,6.44,108,11.09,1.09,109/1
4725,信昌化,0,108,-,1.59,109/1
4737,華廣,2.98,108,43.86,1.92,109/1
4739,康普,2.16,108,37.32,1.5,109/1
4746,台耀,0.99,107,-,1.18,109/1
4755,三福化,5.02,108,13.5,1.48,109/1
4763,材料-KY,3.72,108,16.41,4.78,109/1
4764,雙鍵,1.74,108,51.11,2.37,109/1
4766,南寶,4.26,108,12.96,1.75,109/1
4807,日成-KY,13.99,107,-,1.27,109/1
4904,遠傳,5.02,108,24.32,2.93,109/1
4906,正文,2.33,108,-,0.96,109/1
4912,聯德控股-KY,2.93,108,15.77,2.06,109/1
4915,致伸,5.18,108,10.12,1.67,109/1
4916,事欣科,7.33,108,7.04,1.35,109/1
4919,新唐,3.07,108,20.88,1.53,109/1
4927,泰鼎-KY,4.37,108,15.23,1.85,109/1
4930,燦星網,4.93,108,18.8,0.38,109/1
4934,太極,0,107,-,1.97,109/1
4935,茂林-KY,1.05,108,44.7,3,109/1
4938,和碩,6.98,108,8.62,1.14,109/1
4942,嘉彰,7.29,108,8.33,0.68,109/1
4943,康控-KY,1.72,108,32.45,3.24,109/1
4952,凌通,6.19,108,15,1.56,109/1
4956,光鋐,0,107,-,1.06,109/1
4958,臻鼎-KY,3.77,108,11.75,1.6,109/1
4960,誠美材,0,108,-,0.43,109/1
4961,天鈺,3.68,108,15.45,1.14,109/1
4967,十銓,2.44,108,23.11,2.1,109/1
4968,立積,1.24,108,39.85,6.85,109/1
4976,佳凌,0,107,-,1.4,109/1
4977,眾達-KY,2.65,108,35.29,4.29,109/1
4989,榮科,3.13,108,101.05,1.38,109/1
4994,傳奇,1.59,108,16.23,4.47,109/1
4999,鑫禾,6.16,108,13.36,0.91,109/1
5007,三星,4.5,108,17.03,2.03,109/1
5203,訊連,3.19,108,23.94,2.25,109/1
5215,科嘉-KY,3.42,108,20.51,2.92,109/1
5225,東科-KY,1.97,108,68.16,1,109/1
5234,達興材料,5.68,108,13.49,3.06,109/1
5243,乙盛-KY,5.81,108,10.37,0.9,109/1
5258,虹堡,0,107,11,1.61,109/1
5264,鎧勝-KY,2.22,108,-,0.65,109/1
5269,祥碩,1.22,108,57.38,29.08,109/1
5283,禾聯碩,8.12,108,9.26,2.07,109/1
5284,jpp-KY,4.61,108,16.24,1.01,109/1
5285,界霖,5.79,108,23.22,1.82,109/1
5288,豐祥-KY,5.74,108,10.6,2.21,109/1
5305,敦南,2.91,108,5.03,1.34,109/1
5388,中磊,4.18,108,19.62,2.36,109/1
5434,崇越,6.25,108,10.55,2.21,109/1
5469,瀚宇博,4.65,108,7.1,0.88,109/1
5471,松翰,3.64,108,21.77,3.14,109/1
5484,慧友,0,107,-,1.02,109/1
5515,建國,4.85,108,11.32,0.62,109/1
5519,隆大,8.94,108,7.48,0.77,109/1
5521,工信,0,107,-,0.97,109/1
5522,遠雄,8.01,108,13.7,0.91,109/1
5525,順天,6.4,108,17.5,1.06,109/1
5531,鄉林,1.08,107,-,0.82,109/1
5533,皇鼎,3.25,108,154,0.6,109/1
5534,長虹,7.54,108,7.71,1.32,109/1
5538,東明-KY,5.28,108,11.31,1.24,109/1
5546,永固-KY,6.3,108,8.29,2.18,109/1
5607,遠雄港,4.1,108,10,1.04,109/1
5608,四維航,0,107,-,0.33,109/1
5706,鳳凰,3.58,108,12.38,2.07,109/1
5871,中租-KY,4.29,108,9.79,2.14,109/1
5876,上海商銀,4.79,108,13.05,1.24,109/1
5880,合庫金,5.64,108,15.34,1.19,109/1
5906,台南-KY,0,107,-,1.87,109/1
5907,大洋-KY,9.03,108,17.39,0.55,109/1
6005,群益證,8.02,108,19.55,0.67,109/1
6024,群益期,4.92,108,13.5,1.28,109/1
6108,競國,7.58,108,21.31,0.93,109/1
6112,聚碩,7.16,108,18.71,1.79,109/1
6115,鎰勝,6.85,108,15.59,1.71,109/1
6116,彩晶,5.08,107,42.14,0.46,109/1
6117,迎廣,0,107,-,1.16,109/1
6120,達運,3.4,107,-,0.63,109/1
6128,上福,8.21,108,12.66,1.06,109/1
6131,鈞泰,0,107,-,2.5,109/1
6133,金橋,3.52,108,-,0.58,109/1
6136,富爾特,7.45,108,28.48,0.95,109/1
6139,亞翔,5.79,108,14.31,0.77,109/1
6141,柏承,2.29,108,4.5,1.11,109/1
6142,友勁,0,107,-,0.89,109/1
6152,百一,0,107,21.21,0.79,109/1
6153,嘉聯益,0.94,108,662.5,1.01,109/1
6155,鈞寶,4.43,108,34.49,1.46,109/1
6164,華興,3.48,107,-,0.53,109/1
6165,捷泰,0,107,-,3.88,109/1
6166,凌華,2.26,108,36.63,3.23,109/1
6168,宏齊,7.55,107,-,1.04,109/1
6172,互億,0.88,108,113,2.13,109/1
6176,瑞儀,7.77,108,9.29,1.71,109/1
6177,達麗,10.29,108,12.79,1.55,109/1
6183,關貿,4.15,108,21.98,2.82,109/1
6184,大豐電,7.15,108,12.34,1.44,109/1
6189,豐藝,6.6,108,12.43,1.62,109/1
6191,精成科,3.3,108,8.23,0.58,109/1
6192,巨路,4.95,108,10.5,1.43,109/1
6196,帆宣,3.17,108,19.55,2.53,109/1
6197,佳必琪,9.08,108,14.18,1.52,109/1
6201,亞弘電,7.46,108,14.44,1.35,109/1
6202,盛群,6.29,108,16.99,3.51,109/1
6205,詮欣,4.66,108,18.26,1.12,109/1
6206,飛捷,6.64,108,13.09,2.11,109/1
6209,今國光,0,107,-,1.14,109/1
6213,聯茂,3.7,108,19.26,3.58,109/1
6214,精誠,6.17,108,13.55,1.51,109/1
6215,和椿,3.3,108,22.95,1.14,109/1
6216,居易,6.91,108,14.78,1.5,109/1
6224,聚鼎,6.37,108,12.46,2.63,109/1
6225,天瀚,0,107,-,16.25,109/1
6226,光鼎,4.94,108,6.86,0.76,109/1
6230,超眾,1.97,108,32.76,5.22,109/1
6235,華孚,4,107,-,1.24,109/1
6239,力成,4.64,108,11.7,1.68,109/1
6243,迅杰,0,107,-,1.38,109/1
6251,定穎,0,107,7.28,1.22,109/1
6257,矽格,5.88,108,11,1.42,109/1
6269,台郡,4.61,108,10.62,1.6,109/1
6271,同欣電,1.84,108,24.36,2.1,109/1
6277,宏正,5.92,108,11.76,2.75,109/1
6278,台表科,2.45,108,19.51,2.61,109/1
6281,全國電,5.83,108,15.08,2.65,109/1
6282,康舒,5.39,108,7.21,1.14,109/1
6283,淳安,0,107,-,1.73,109/1
6285,啟碁,3.96,108,16.85,1.52,109/1
6288,聯嘉,3.59,108,16.59,1.5,109/1
6289,華上,0,108,-,180,109/1
6405,悅城,3.46,108,-,0.52,109/1
6409,旭隼,3.09,108,29.64,12.03,109/1
6412,群電,4.78,108,16.83,3.61,109/1
6414,樺漢,2.59,108,13.95,1.92,109/1
6415,矽力-KY,0.46,108,55.9,9.44,109/1
6416,瑞祺電通,2.14,108,30.81,3.62,109/1
6431,光麗-KY,0,107,-,3.41,109/1
6442,光聖,3.75,108,-,1.41,109/1
6443,元晶,0,107,-,0.86,109/1
6449,鈺邦,3.31,108,15.73,1.3,109/1
6451,訊芯-KY,3.47,108,17.55,2.13,109/1
6452,康友-KY,2.64,108,17.58,1.99,109/1
6456,GIS-KY,3.08,108,13.69,1.5,109/1
6464,台數科,3.61,108,17.68,2.11,109/1
6477,安集,4.68,108,12.06,1.06,109/1
6491,晶碩,1.97,108,18.7,2.24,109/1
6504,南六,1.84,108,31.98,5.5,109/1
6505,台塑化,3.31,108,47.41,2.79,109/1
6525,捷敏-KY,5.86,108,11.59,2.35,109/1
6531,愛普,0.49,108,140.14,6.42,109/1
6533,晶心科,0.28,108,3,087.50,4.7,109/1
6541,泰福-KY,0,107,-,4.84,109/1
6552,易華電,3.55,108,13.77,2.54,109/1
6558,興能高,2.31,108,39.63,2.94,109/1
6573,虹揚-KY,2.87,107,-,0.99,109/1
6579,研揚,4.96,108,33.42,1.24,109/1
6581,鋼聯,4.3,108,24.69,1.96,109/1
6582,申豐,4.37,108,20.24,2.97,109/1
6591,動力-KY,3.17,108,14.54,1.25,109/1
6592,和潤企業,3.76,108,19.01,2.02,109/1
6605,帝寶,3.1,108,16.76,0.61,109/1
6625,必應,0.25,108,-,2.7,109/1
6641,基士德-KY,6.72,108,11.3,1.85,109/1
6655,科定,4.85,108,23.56,1.28,109/1
6666,羅麗芬-KY,5.6,108,15.41,3.22,109/1
6668,中揚光,1.41,108,32.91,2.16,109/1
6669,緯穎,2.87,108,21.75,6.45,109/1
6670,復盛應用,4.6,108,10.51,3.41,109/1
6671,三能-KY,7.65,108,12.89,1.47,109/1
6672,騰輝電子-KY,5.62,108,12.36,2.58,109/1
6674,鋐寶科技,5.71,108,350,0.96,109/1
6698,旭暉應材,3.02,108,24.2,2.88,109/1
6706,惠特,2.61,108,36.03,4.33,109/1
6715,嘉基,1.53,108,38.03,4.34,109/1
8011,台通,0,107,-,0.74,109/1
8016,矽創,4.28,108,13.86,3.83,109/1
8021,尖點,5.97,108,15.83,0.67,109/1
8028,昇陽半導體,3.93,108,22.52,2.72,109/1
8033,雷虎,0,107,-,1.55,109/1
8039,台虹,5.32,108,13.62,1.35,109/1
8046,南電,1.25,108,34.36,1.22,109/1
8070,長華,7.95,108,11.24,2.1,109/1
8072,陞泰,0.92,108,-,0.79,109/1
8081,致新,4.97,108,15.41,2.93,109/1
8101,華冠,0,107,-,0.86,109/1
8103,瀚荃,3.88,108,12.03,0.84,109/1
8104,錸寶,0.84,108,103.75,1.53,109/1
8105,凌巨,1.11,108,-,0.5,109/1
8110,華東,3.02,107,34.31,0.47,109/1
8112,至上,9.15,108,8.31,1.58,109/1
8114,振樺電,5.31,108,17.48,2.23,109/1
8131,福懋科,5.91,108,11.81,1.48,109/1
8150,南茂,5.83,108,7.24,1.11,109/1
8163,達方,6.41,108,12.51,1.28,109/1
8201,無敵,0,107,-,0.81,109/1
8210,勤誠,4.77,108,13.42,3.22,109/1
8213,志超,6.85,108,5.78,0.84,109/1
8215,明基材,3.05,108,24.12,1.27,109/1
8222,寶一,3.15,108,22.7,1.05,109/1
8249,菱光,6.52,108,17.36,0.73,109/1
8261,富鼎,2.03,108,33.24,1.4,109/1
8271,宇瞻,5.15,108,10.77,1.69,109/1
8341,日友,3.08,108,27.57,8.92,109/1
8367,建新國際,4.23,108,11.82,1.03,109/1
8374,羅昇,1.46,108,-,1.19,109/1
8404,百和興業-KY,2.02,108,21.84,1.95,109/1
8411,福貞-KY,0,107,-,0.37,109/1
8422,可寧衛,6.47,108,14.53,2.85,109/1
8427,基勝-KY,0.8,108,121.18,1.2,109/1
8429,金麗-KY,0.27,108,-,0.21,109/1
8442,威宏-KY,0.75,108,9.56,1.31,109/1
8443,阿瘦,1.73,108,-,0.41,109/1
8454,富邦媒,1.49,108,55.45,12.13,109/1
8462,柏文,2.84,108,31.13,6.63,109/1
8463,潤泰材,1.24,108,171.74,2.59,109/1
8464,億豐,3.89,108,16.5,5.2,109/1
8466,美吉吉-KY,6.05,108,12.37,1.91,109/1
8467,波力-KY,3.92,108,14.87,1.84,109/1
8473,山林水,4.63,108,14.98,1,109/1
8478,東哥遊艇,1.41,108,11.97,1.26,109/1
8480,泰昇-KY,4.53,108,14.02,2.95,109/1
8481,政伸,5,108,17.05,3.54,109/1
8482,商億-KY,5.45,108,17.89,3.82,109/1
8488,吉源-KY,3.6,108,26.23,0.39,109/1
8497,格威傳媒,5.12,108,16.66,3.48,109/1
8499,鼎炫-KY,4.81,108,12.21,2.77,109/1
8926,台汽電,4.5,108,18.09,1.8,109/1
8940,新天地,0,108,-,1.11,109/1
8996,高力,2.71,108,40.55,3.55,109/1
9802,鈺齊-KY,5.51,108,12.24,2.05,109/1
9902,台火,4.42,108,43.05,0.71,109/1
9904,寶成,4.23,108,8.62,0.86,109/1
9905,大華,4.64,108,14.08,0.95,109/1
9906,欣巴巴,0,107,-,2.31,109/1
9907,統一實,5.35,107,43.9,0.79,109/1
9908,大台北,3.67,108,20.55,1.41,109/1
9910,豐泰,3.31,108,22.07,7.42,109/1
9911,櫻花,5.63,108,12.03,2.14,109/1
9912,偉聯,0,107,-,0.78,109/1
9914,美利達,2.33,108,21.58,3.8,109/1
9917,中保科,4.67,108,17.61,3.37,109/1
9918,欣天然,3.96,108,28.9,2,109/1
9919,康那香,0.44,108,126.11,3.8,109/1
9921,巨大,1.96,108,26.55,3.99,109/1
9924,福興,6.42,108,9.42,1.37,109/1
9925,新保,5.54,108,16.87,1.48,109/1
9926,新海,4.02,108,20.05,2.47,109/1
9927,泰銘,6.72,108,18.14,1.33,109/1
9928,中視,0,107,-,1.21,109/1
9929,秋雨,0,107,-,2.15,109/1
9930,中聯資源,4.56,108,14.67,2.09,109/1
9931,欣高,3.21,108,20.56,2.08,109/1
9933,中鼎,5.9,108,23.22,1.56,109/1
9934,成霖,4.78,108,31.38,0.83,109/1
9935,慶豐富,1.86,108,27.14,2.79,109/1
9937,全國,4.54,108,20.02,2.68,109/1
9938,百和,4.38,108,12.36,2.29,109/1
9939,宏全,5.61,108,11.81,1.36,109/1
9940,信義,4.48,108,22.52,1.89,109/1
9941,裕融,5.51,108,13.78,2.2,109/1
9942,茂順,6.58,108,14.6,1.75,109/1
9943,好樂迪,6.65,108,13.35,2.23,109/1
9944,新麗,0,107,-,0.93,109/1
9945,潤泰新,13.13,108,4.63,0.74,109/1
9946,三發地產,10.39,108,3.85,0.68,109/1
9955,佳龍,0,107,-,1.04,109/1
9958,世紀鋼,1.12,108,22.32,4.09,109/1
